Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Taylor Clarke,33,2,Maj-NL,Arizona,28,0,2.0,1.0,,26.0,15,6,5,4,13,1,2,1.73,88,1,1,1,1,3,0,1,1,98,362,0.63,0.15,0.09,0.52,0.15,0.11,0.731,0.182,4.5,3.25,664199
Garrett Cleavinger,32,4,Maj-AL,Tampa Bay,14,0,1.0,1.0,1.0,12.1,11,6,5,7,17,1,1,3.65,44,3,0,1,0,3,1,0,0,55,206,0.63,0.15,0.11,0.37,0.23,0.07,1.459,0.345,12.4,2.43,664076
Gerrit Cole,35,2,Maj-AL,New York,3,3,1.0,1.0,,18.0,12,4,4,4,14,3,0,2.0,64,4,0,0,0,0,1,1,1,68,234,0.71,0.22,0.08,0.22,0.28,0.16,0.889,0.191,7.0,3.5,543037
Gavin Collyer,25,5,Maj-AL,Texas,18,0,1.0,1.0,,17.0,10,8,7,14,15,1,5,3.71,57,1,0,1,2,0,3,2,0,76,313,0.56,0.21,0.08,0.43,0.24,0.14,1.412,0.22,7.9,1.07,686560
Patrick Corbin,36,2,Maj-AL,Toronto,11,11,2.0,2.0,,54.1,59,24,24,16,37,6,4,3.98,210,14,0,0,4,3,9,4,2,234,867,0.62,0.14,0.08,0.41,0.28,0.07,1.38,0.312,6.1,2.31,571578
Riley Cornelio,26,42,Maj-NL,Washington,1,0,,1.0,,2.0,2,3,2,4,1,0,0,9.0,5,0,0,0,0,2,0,0,0,12,42,0.5,0.17,0.02,0.43,0.0,0.0,3.0,0.333,4.5,0.25,683000
Carlos Cortes,29,19,Maj-AL,Athletics,1,0,,,,1.0,1,0,0,1,0,0,0,0.0,4,1,0,0,0,0,0,0,0,5,18,0.72,0.22,0.06,0.5,0.25,0.25,2.0,0.25,0.0,0.0,666126
Danny Coulombe,36,0,Maj-AL,Boston,17,0,,2.0,,11.2,10,8,8,6,9,1,1,6.17,44,0,0,0,1,0,0,0,0,51,209,0.62,0.18,0.08,0.42,0.19,0.11,1.371,0.265,6.9,1.5,543056
Cooper Criswell,29,2,Maj-AL,Seattle,24,0,2.0,1.0,1.0,29.1,24,10,9,7,23,3,1,2.76,101,3,0,1,6,2,3,2,1,112,430,0.67,0.18,0.1,0.63,0.12,0.04,1.057,0.273,7.1,3.29,681867
Garrett Crochet,27,41,Maj-AL,Boston,6,6,3.0,3.0,,30.0,33,23,21,11,37,5,4,6.3,122,9,0,0,3,0,0,0,0,138,518,0.64,0.14,0.11,0.37,0.36,0.02,1.467,0.35,11.1,3.36,676979
Coleman Crow,25,1,Maj-NL,Milwaukee,4,4,,1.0,,16.2,20,13,11,5,10,2,1,5.94,68,6,1,0,1,2,0,1,0,76,276,0.69,0.18,0.09,0.37,0.27,0.12,1.5,0.31,5.4,2.0,689441
Fernando Cruz,36,1,Maj-AL,New York,30,0,3.0,1.0,,27.0,18,7,6,14,33,2,2,2.0,95,3,0,1,2,0,1,0,0,111,436,0.61,0.18,0.18,0.32,0.16,0.13,1.185,0.267,11.0,2.36,518585
Steven Cruz,27,0,Maj-AL,Kansas City,15,0,,2.0,,15.1,16,14,13,11,22,7,0,7.63,61,2,0,2,1,0,2,0,0,73,294,0.61,0.13,0.16,0.4,0.25,0.1,1.761,0.281,12.9,2.0,674444
Yovanny Cruz,26,15,Maj-AL,New York,2,0,,,,2.1,1,0,0,0,3,0,1,0.0,8,1,0,0,0,0,0,0,0,9,26,0.73,0.15,0.12,0.4,0.4,0.0,0.429,0.2,11.6,,672442
Luis Curvelo,25,2,Maj-AL,Texas,5,0,,,,6.1,8,4,4,2,3,2,0,5.68,26,1,0,1,0,0,1,0,0,28,90,0.69,0.14,0.12,0.3,0.22,0.13,1.579,0.286,4.3,1.5,681168
Chad Dallas,26,1,Maj-AL,Toronto,1,0,1.0,,,3.2,2,1,1,2,2,0,0,2.45,12,0,0,0,0,1,1,0,0,15,68,0.56,0.18,0.09,0.27,0.18,0.09,1.091,0.182,4.9,1.0,689149
Nick Davila,27,13,Maj-AL,Seattle,7,0,,,,7.1,3,0,0,6,4,0,0,0.0,23,1,0,0,0,0,0,1,0,29,122,0.59,0.2,0.06,0.47,0.32,0.0,1.227,0.158,4.9,0.67,689546
Tyler Davis,27,0,Maj-AL,Chicago,17,0,2.0,2.0,1.0,19.1,10,9,7,9,17,1,0,3.26,66,1,0,2,2,2,2,0,0,77,276,0.67,0.17,0.11,0.41,0.22,0.1,0.983,0.18,7.9,1.89,699823
Duncan Davitt,26,56,Maj-AL,Chicago,1,0,,,,1.0,0,0,0,1,0,0,0,0.0,2,0,0,0,1,0,0,0,0,3,14,0.57,0.14,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,701474
Enmanuel De Jesus,29,3,Maj-AL,Detroit,17,0,2.0,,1.0,25.1,25,17,14,11,25,1,0,4.97,99,1,3,0,2,0,1,2,2,112,427,0.65,0.18,0.1,0.41,0.28,0.07,1.421,0.329,8.9,2.27,646241
Enyel De Los Santos,30,0,Maj-AL,Houston,25,0,,1.0,4.0,27.0,20,10,9,5,27,1,0,3.0,101,6,0,0,0,0,1,0,1,107,397,0.69,0.15,0.15,0.33,0.24,0.09,0.926,0.26,9.0,5.4,660853
Yerry de los Santos,28,30,Maj-AL,New York,2,0,,,,5.1,4,1,1,3,6,1,0,1.69,18,0,0,0,2,0,0,0,0,21,98,0.68,0.22,0.07,0.83,0.08,0.0,1.313,0.273,10.1,2.0,660787
Jacob deGrom,38,4,Maj-AL,Texas,12,12,4.0,4.0,,64.2,52,25,25,13,78,13,0,3.48,245,8,0,1,0,1,2,3,0,259,1055,0.66,0.13,0.18,0.3,0.29,0.08,1.005,0.252,10.9,6.0,594798
Adrian Del Castillo,26,0,Maj-NL,Arizona,1,0,,,,1.2,4,1,1,0,0,0,1,5.4,9,0,0,0,0,0,0,0,0,10,17,0.82,0.18,0.0,0.0,0.56,0.22,2.4,0.444,0.0,,680728
Reid Detmers,26,0,Maj-AL,Los Angeles,13,13,2.0,5.0,,74.0,60,38,35,24,88,6,4,4.26,275,15,1,0,4,5,8,2,1,309,1240,0.65,0.16,0.13,0.37,0.22,0.11,1.135,0.29,10.7,3.67,672282
Chris Devenski,35,34,Maj-NL,Pittsburgh,3,0,,,,2.1,5,2,2,0,3,1,0,7.71,12,0,0,0,0,0,1,0,0,12,38,0.74,0.24,0.11,0.44,0.33,0.11,2.143,0.5,11.6,,606965
Edwin D\xc3\xadaz,32,47,Maj-NL,Los Angeles,7,0,1.0,,4.0,6.0,9,7,7,5,10,1,1,10.5,27,0,0,1,0,0,3,0,0,33,132,0.64,0.2,0.09,0.35,0.29,0.0,2.333,0.5,15.0,2.0,621242
Will Dion,26,5,Maj-AL,Cleveland,3,0,,,,6.0,9,8,4,2,8,1,1,6.0,26,1,0,0,1,0,1,0,0,29,95,0.67,0.17,0.12,0.44,0.5,0.06,1.833,0.471,12.0,4.0,702021
Hunter Dobbins,26,0,Maj-NL,St. Louis,3,1,1.0,,1.0,13.0,10,4,4,7,14,1,0,2.77,46,2,0,0,3,0,0,0,0,53,218,0.61,0.16,0.09,0.53,0.25,0.06,1.308,0.29,9.7,2.0,690928
Dylan Dodd,28,1,Maj-NL,Atlanta,8,0,,,1.0,11.2,7,2,2,1,13,1,0,1.54,42,1,0,1,0,0,2,0,0,43,161,0.68,0.12,0.14,0.31,0.28,0.24,0.686,0.214,10.0,13.0,689266
Chase Dollander,24,22,Maj-NL,Colorado,10,3,3.0,3.0,,44.0,39,19,19,18,47,6,3,3.89,164,10,0,0,2,3,2,2,0,189,743,0.63,0.15,0.12,0.49,0.17,0.09,1.295,0.289,9.6,2.61,801403
Seranthony Dom\xc3\xadnguez,31,0,Maj-AL,Chicago,25,0,3.0,3.0,11.0,23.0,15,13,10,12,29,5,2,3.91,84,2,0,1,1,1,3,0,0,99,420,0.6,0.17,0.11,0.39,0.27,0.11,1.174,0.196,11.3,2.42,622554
Wilber Dotel,23,3,Maj-NL,Pittsburgh,7,0,1.0,,,16.2,7,2,2,5,17,1,0,1.08,56,1,0,0,1,0,0,0,0,61,239,0.65,0.15,0.12,0.44,0.13,0.05,0.72,0.158,9.2,3.4,696062
Camilo Doval,28,0,Maj-AL,New York,27,0,1.0,,1.0,23.1,22,15,15,4,21,4,0,5.79,90,4,0,0,0,3,9,0,1,97,375,0.63,0.13,0.11,0.58,0.17,0.07,1.114,0.265,8.1,5.25,666808
Jack Dreyer,27,2,Maj-NL,Los Angeles,22,0,2.0,1.0,,23.2,17,7,7,6,24,2,1,2.66,85,3,0,0,1,0,1,1,0,93,367,0.67,0.19,0.11,0.42,0.16,0.11,0.972,0.254,9.1,4.0,676263
Shane Drohan,27,4,Maj-NL,Milwaukee,12,2,2.0,1.0,1.0,31.1,26,13,10,10,33,2,0,2.87,119,6,1,0,3,1,0,0,0,130,497,0.65,0.15,0.13,0.46,0.21,0.06,1.149,0.282,9.5,3.3,675660
Daniel Duarte,29,17,Maj-NL,New York,1,0,,,,2.1,1,0,0,0,1,0,0,0.0,7,0,0,0,0,0,0,1,0,7,28,0.75,0.11,0.11,0.5,0.33,0.0,0.429,0.167,3.9,,650960
Jhoan Duran,28,0,Maj-NL,Philadelphia,21,0,1.0,2.0,15.0,20.2,12,4,3,5,33,1,0,1.31,72,2,0,0,0,0,3,0,0,77,329,0.64,0.13,0.19,0.56,0.21,0.05,0.823,0.289,14.4,6.6,661395
Connelly Early,24,3,Maj-AL,Boston,12,12,5.0,3.0,,66.1,55,24,24,23,63,11,5,3.26,246,9,0,0,8,2,2,0,0,277,1084,0.65,0.18,0.1,0.4,0.23,0.04,1.176,0.253,8.5,2.74,813349
Jake Eder,27,34,Maj-NL,Los Angeles,4,0,1.0,,,4.0,3,1,1,1,1,0,0,2.25,13,1,0,0,1,1,0,0,0,15,56,0.64,0.05,0.05,0.31,0.31,0.0,1.0,0.231,2.3,1.0,671109
Carl Edwards Jr.,34,37,Maj-NL,New York,2,0,,,,6.0,3,1,1,4,11,1,0,1.5,21,0,0,0,0,0,0,0,0,25,99,0.63,0.19,0.18,0.4,0.2,0.0,1.167,0.222,16.5,2.75,605218
Zach Eflin,32,66,Maj-AL,Baltimore,1,1,,,,3.2,4,1,1,2,7,1,0,2.45,15,1,0,0,0,0,0,0,0,17,73,0.6,0.14,0.16,0.63,0.13,0.0,1.636,0.429,17.2,3.5,621107
Brandon Eisert,28,0,Maj-AL,Chicago,12,1,1.0,,,12.2,11,5,5,5,13,1,0,3.55,47,5,0,0,0,0,2,0,1,54,237,0.59,0.13,0.12,0.47,0.19,0.03,1.263,0.303,9.2,2.6,685126
Josh Ekness,24,23,Maj-NL,Miami,6,0,,,1.0,5.1,2,1,1,5,5,0,0,1.69,17,0,0,0,1,0,0,0,0,22,98,0.58,0.19,0.06,0.42,0.42,0.0,1.313,0.167,8.4,1.0,694795
Bryce Elder,27,3,Maj-NL,Atlanta,13,13,5.0,3.0,,78.2,62,27,23,23,67,6,2,2.63,291,7,2,0,3,2,6,0,1,320,1135,0.64,0.16,0.1,0.46,0.22,0.06,1.081,0.255,7.7,2.91,693821
Mason Englert,26,2,Maj-AL,Tampa Bay,11,1,,1.0,1.0,21.0,26,12,11,4,16,4,1,4.71,85,6,0,2,1,2,2,1,1,92,343,0.69,0.15,0.12,0.3,0.28,0.08,1.429,0.328,6.9,4.0,669438
Dietrich Enns,35,11,Maj-AL,Baltimore,13,0,3.0,,,16.0,13,8,7,11,13,0,0,3.94,55,5,0,0,0,3,2,1,0,70,291,0.62,0.15,0.09,0.35,0.22,0.09,1.5,0.289,7.3,1.18,608650
Nathan Eovaldi,36,3,Maj-AL,Texas,12,12,5.0,6.0,,74.2,71,36,34,17,74,14,6,4.1,289,9,0,0,4,1,1,2,0,314,1103,0.67,0.15,0.15,0.51,0.19,0.05,1.179,0.282,8.9,4.35,543135
Lucas Erceg,31,3,Maj-AL,Kansas City,24,0,3.0,3.0,11.0,22.1,29,18,16,15,20,2,0,6.45,89,8,0,0,2,0,0,2,2,104,423,0.6,0.13,0.09,0.48,0.26,0.12,1.97,0.403,8.1,1.33,668674
Jose Espada,29,36,Maj-AL,Baltimore,1,0,,,,1.0,2,0,0,0,0,0,0,0.0,4,0,0,0,1,0,0,0,0,4,15,0.67,0.2,0.07,0.5,0.25,0.0,2.0,0.5,0.0,,664744
Carlos Est\xc3\xa9vez,33,69,Maj-AL,Kansas City,1,0,,1.0,,0.1,4,6,6,2,0,1,0,162.0,5,0,0,0,0,0,0,0,0,7,27,0.44,0.11,0.04,0.2,0.4,0.2,18.0,0.75,0.0,0.0,608032
Jeremiah Estrada,27,3,Maj-NL,San Diego,21,0,2.0,2.0,1.0,20.2,13,10,8,10,23,2,0,3.48,71,2,0,0,1,0,0,0,0,82,322,0.61,0.13,0.14,0.39,0.2,0.08,1.113,0.239,10.0,2.3,669093
Lazaro Estrada,27,62,Maj-AL,Toronto,1,0,,,,4.0,0,0,0,2,3,0,0,0.0,12,0,0,0,0,0,1,0,0,14,67,0.67,0.15,0.12,0.56,0.33,0.11,0.5,0.0,6.8,1.5,681751
Pete Fairbanks,32,2,Maj-NL,Miami,18,1,2.0,3.0,7.0,16.1,14,14,12,7,23,3,2,6.61,61,2,1,1,0,1,1,1,0,71,295,0.66,0.21,0.13,0.21,0.21,0.15,1.286,0.306,12.7,3.29,664126
Bailey Falter,29,10,Maj-AL,Kansas City,5,2,,2.0,,9.2,24,15,15,6,6,4,0,13.97,51,3,0,0,2,0,1,0,0,57,180,0.61,0.16,0.08,0.31,0.42,0.07,3.103,0.488,5.6,1.0,663559
Mitch Farris,25,5,Maj-AL,Los Angeles,10,0,,,,23.2,25,10,8,11,22,5,0,3.04,92,3,0,0,3,0,0,0,0,103,405,0.61,0.17,0.1,0.4,0.3,0.07,1.521,0.308,8.4,2.0,815083
Calvin Faucher,30,2,Maj-NL,Miami,25,0,4.0,3.0,1.0,24.0,20,16,11,20,27,0,0,4.13,88,3,0,1,2,1,2,1,1,110,433,0.61,0.21,0.09,0.56,0.22,0.0,1.667,0.323,10.1,1.35,676534
Erick Fedde,33,2,Maj-AL,Chicago,12,8,1.0,5.0,,58.1,58,35,32,24,36,13,2,4.94,224,6,1,0,3,3,3,1,2,254,997,0.6,0.18,0.07,0.37,0.24,0.08,1.406,0.253,5.6,1.5,607200
Ryan Feltner,29,0,Maj-NL,Colorado,7,7,2.0,1.0,,32.0,27,16,15,10,23,5,1,4.22,119,9,1,0,3,0,4,2,0,130,470,0.62,0.13,0.1,0.44,0.22,0.04,1.156,0.242,6.5,2.3,663372
Caleb Ferguson,29,2,Maj-NL,Cincinnati,4,0,,,,6.1,3,0,0,0,7,0,0,0.0,22,0,0,0,0,0,0,0,0,23,83,0.72,0.22,0.06,0.47,0.27,0.0,0.474,0.2,9.9,,657571
Tyler Ferguson,32,31,Maj-AL,Athletics,1,0,,,,1.1,4,4,4,0,1,2,0,27.0,8,1,0,0,0,0,0,0,0,8,26,0.77,0.27,0.12,0.29,0.14,0.0,3.0,0.4,6.8,,621053
Jos\xc3\xa9 Fermin,24,4,Maj-AL,Los Angeles,16,0,2.0,1.0,,15.0,12,9,9,13,18,2,2,5.4,56,3,0,1,1,0,3,0,0,71,301,0.61,0.13,0.15,0.47,0.29,0.03,1.667,0.278,10.8,1.38,820862
Julian Fern\xc3\xa1ndez,30,43,Maj-NL,Washington,3,0,,,,4.0,3,3,1,2,3,1,0,2.25,15,0,0,0,0,1,1,0,0,18,71,0.56,0.15,0.11,0.31,0.0,0.08,1.25,0.167,6.8,1.5,642759
Ryan Fernandez,28,6,Maj-NL,St. Louis,7,0,1.0,1.0,,9.2,8,6,2,5,17,1,0,1.86,38,1,0,0,0,0,2,0,0,43,167,0.64,0.16,0.17,0.48,0.24,0.05,1.345,0.35,15.8,3.4,681676
Jose A. Ferrer,26,2,Maj-AL,Seattle,30,0,,1.0,3.0,27.2,30,6,5,3,24,1,3,1.63,109,4,0,0,2,0,0,1,0,117,425,0.7,0.16,0.12,0.51,0.18,0.05,1.193,0.345,7.8,8.0,678606
Matt Festa,33,0,Maj-AL,Cleveland,28,0,1.0,1.0,1.0,28.1,23,14,13,8,32,5,3,4.13,107,6,0,0,0,1,2,0,3,119,432,0.67,0.19,0.12,0.3,0.24,0.16,1.094,0.254,10.2,4.0,670036
Kyle Finnegan,34,0,Maj-AL,Detroit,28,0,1.0,,1.0,28.2,24,6,6,19,17,2,0,1.88,99,5,1,0,7,0,5,2,0,119,453,0.6,0.15,0.1,0.51,0.2,0.07,1.5,0.275,5.3,0.89,640448
Braydon Fisher,25,1,Maj-AL,Toronto,32,3,2.0,1.0,1.0,34.1,20,13,10,12,35,3,2,2.62,114,6,0,1,5,1,0,0,4,129,517,0.66,0.21,0.13,0.48,0.2,0.06,0.932,0.221,9.2,2.92,680755
Brian Fitzpatrick,26,0,Maj-NL,Milwaukee,5,0,,,,6.2,7,2,1,3,5,0,0,1.35,27,1,0,0,1,0,0,0,0,30,109,0.65,0.14,0.11,0.5,0.23,0.09,1.5,0.318,6.8,1.67,702153
Jack Flaherty,30,3,Maj-AL,Detroit,13,13,1.0,7.0,,57.2,60,42,34,32,70,8,5,5.31,228,14,2,1,2,4,3,1,0,271,1139,0.61,0.17,0.1,0.34,0.26,0.11,1.595,0.338,10.9,2.19,656427
Josh Fleming,30,60,Maj-AL,Toronto,1,0,,,,3.0,6,4,4,2,1,1,1,12.0,14,0,0,0,1,1,0,0,0,18,77,0.58,0.1,0.06,0.64,0.07,0.0,2.667,0.385,3.0,0.5,676596
Mason Fluharty,24,1,Maj-AL,Toronto,33,3,3.0,,,24.0,23,10,10,10,31,1,1,3.75,91,3,0,1,0,1,0,2,0,104,434,0.65,0.17,0.13,0.34,0.26,0.1,1.375,0.367,11.6,3.1,689254
Cameron Foster,27,18,Maj-AL,Baltimore,6,0,,,,9.0,17,10,9,8,9,1,0,9.0,41,2,0,0,2,0,0,0,0,49,189,0.61,0.16,0.12,0.5,0.22,0.22,2.778,0.516,9.0,1.13,671382
J.P. France,31,49,Maj-AL,Houston,3,0,,,,6.2,6,6,6,5,4,1,1,8.1,25,1,0,0,0,0,0,1,0,31,117,0.6,0.15,0.06,0.48,0.14,0.05,1.65,0.25,5.4,0.8,641585
Jose Franco,25,13,Maj-NL,Cincinnati,9,0,,,,16.2,18,11,10,14,13,3,0,5.4,64,5,1,0,2,1,3,0,0,79,301,0.59,0.13,0.09,0.33,0.23,0.1,1.92,0.306,7.0,0.93,683742
Adam Frazier,34,20,Maj-AL,Los Angeles,3,0,,,,2.0,7,4,4,2,0,1,0,18.0,12,1,0,0,1,0,0,0,0,14,45,0.56,0.18,0.0,0.33,0.25,0.0,4.5,0.545,0.0,0.0,624428
Kyle Freeland,33,4,Maj-NL,Colorado,10,10,1.0,6.0,,48.0,67,45,43,15,43,13,5,8.06,208,9,1,0,4,2,9,1,0,230,856,0.67,0.16,0.11,0.37,0.28,0.04,1.708,0.351,8.1,2.87,607536
Max Fried,32,23,Maj-AL,New York,10,10,4.0,3.0,,61.2,43,22,22,19,50,1,2,3.21,216,9,0,0,7,2,3,1,2,240,917,0.62,0.17,0.1,0.49,0.19,0.08,1.005,0.251,7.3,2.63,608331
Didier Fuentes,21,0,Maj-NL,Atlanta,17,1,4.0,,,25.0,17,7,7,9,28,1,2,2.52,89,3,0,0,2,2,1,0,0,102,434,0.64,0.16,0.12,0.38,0.22,0.1,1.04,0.258,10.1,3.11,800311
Dax Fulton,24,30,Maj-NL,Miami,1,0,,,,4.0,3,2,2,2,3,0,0,4.5,14,1,1,0,0,0,0,0,0,16,64,0.55,0.17,0.09,0.64,0.27,0.0,1.25,0.273,6.8,1.5,690978
Kody Funderburk,29,4,Maj-AL,Minnesota,21,0,1.0,1.0,1.0,18.1,11,7,7,16,10,1,2,3.44,63,1,0,0,0,0,3,1,1,82,310,0.55,0.16,0.06,0.57,0.19,0.07,1.473,0.192,4.9,0.63,681892
Hunter Gaddis,28,2,Maj-AL,Cleveland,19,0,1.0,1.0,1.0,16.1,18,7,7,6,14,2,0,3.86,66,2,0,0,0,2,1,0,0,74,279,0.65,0.15,0.14,0.39,0.19,0.11,1.469,0.308,7.7,2.33,683769
Matt Gage,33,4,Maj-NL,San Francisco,29,0,4.0,1.0,1.0,24.0,18,8,7,13,19,3,0,2.63,86,3,1,0,1,2,2,1,0,102,403,0.61,0.15,0.1,0.43,0.23,0.06,1.292,0.227,7.1,1.46,657424
Zac Gallen,30,2,Maj-NL,Arizona,13,13,3.0,5.0,,64.1,78,43,38,20,43,11,2,5.32,261,10,2,0,7,2,4,0,0,286,1107,0.63,0.17,0.08,0.49,0.22,0.02,1.523,0.321,6.0,2.15,668678
Alec Gamboa,29,31,Maj-AL,Boston,1,0,,,,1.0,0,0,0,0,2,0,0,0.0,3,0,0,0,0,0,0,0,0,3,14,0.64,0.14,0.07,0.0,1.0,0.0,0.0,0.0,18.0,,687941
Brandyn Garcia,26,1,Maj-NL,Arizona,15,0,,,,13.0,8,1,1,2,11,0,2,0.69,42,0,0,0,5,0,0,0,0,46,156,0.65,0.24,0.08,0.65,0.13,0.03,0.769,0.258,7.6,5.5,805299
Luis Garcia,39,19,"Maj-AL,Maj-NL","Minnesota,New York",15,0,,1.0,2.0,15.0,23,16,15,6,6,2,1,9.0,66,7,0,0,1,0,3,0,0,74,265,0.66,0.13,0.1,0.39,0.28,0.07,1.933,0.362,3.6,1.0,472610
Rico Garcia,32,3,Maj-AL,Baltimore,28,0,3.0,,4.0,26.1,7,2,2,9,30,1,0,0.68,84,3,0,1,1,0,2,1,0,93,361,0.63,0.15,0.18,0.44,0.24,0.15,0.608,0.113,10.3,3.33,670329
Robert Garcia,30,50,Maj-AL,Texas,9,0,,1.0,,8.0,5,5,3,7,6,0,0,3.38,27,1,0,0,2,0,3,0,0,34,153,0.59,0.18,0.11,0.57,0.14,0.05,1.5,0.238,6.8,0.86,676395
Braxton Garrett,28,17,Maj-NL,Miami,2,2,,1.0,,4.1,7,7,7,8,5,0,0,14.54,19,4,0,0,0,1,2,0,0,28,129,0.5,0.11,0.09,0.47,0.13,0.07,3.462,0.467,10.4,0.63,666129
Robert Gasser,27,2,Maj-NL,Milwaukee,3,3,,2.0,,13.1,12,8,7,7,12,2,3,4.73,52,4,1,0,0,0,0,0,0,62,251,0.63,0.18,0.1,0.23,0.33,0.15,1.425,0.263,8.1,1.71,688107
Kevin Gausman,35,3,Maj-AL,Toronto,13,13,4.0,4.0,,75.0,68,30,28,14,74,7,1,3.36,284,13,1,0,4,3,7,0,1,305,1202,0.66,0.15,0.12,0.41,0.25,0.1,1.093,0.296,8.9,5.29,592332
Joey Gerber,29,2,Maj-NL,New York,2,0,,,,3.0,2,0,0,1,5,0,0,0.0,11,1,0,0,0,0,0,0,0,12,57,0.63,0.18,0.04,0.17,0.33,0.17,1.0,0.333,15.0,5.0,680702
Paul Gervase,26,14,Maj-NL,Los Angeles,2,0,,,,5.0,5,1,1,2,5,0,0,1.8,19,0,0,0,0,0,0,1,0,21,71,0.66,0.2,0.13,0.43,0.21,0.14,1.4,0.357,9.0,2.5,801434
Cade Gibson,28,5,Maj-NL,Miami,6,0,,,,8.2,12,7,7,4,10,1,3,7.27,36,2,0,0,1,0,2,0,0,43,180,0.66,0.21,0.08,0.5,0.23,0.08,1.846,0.44,10.4,2.5,806188
Trey Gibson,24,9,Maj-AL,Baltimore,3,2,1.0,,,12.1,13,5,5,7,5,2,0,3.65,48,2,0,0,3,0,0,0,0,55,217,0.61,0.18,0.06,0.56,0.21,0.0,1.622,0.268,3.6,0.71,694346
Luis Gil,28,40,Maj-AL,New York,4,4,1.0,2.0,,19.1,15,13,13,11,9,6,3,6.05,71,3,0,0,1,0,1,0,1,85,337,0.57,0.19,0.05,0.47,0.15,0.06,1.345,0.161,4.2,0.82,661563
Logan Gilbert,29,3,Maj-AL,Seattle,13,13,4.0,4.0,,73.2,64,31,31,17,77,13,4,3.79,276,19,0,0,7,1,4,2,2,298,1200,0.65,0.16,0.13,0.37,0.25,0.08,1.1,0.273,9.4,4.53,669302
Tyler Gilbert,32,51,Maj-AL,Chicago,2,0,,,,2.2,4,6,6,3,2,2,0,20.25,12,1,0,0,0,0,1,0,0,15,57,0.61,0.19,0.05,0.3,0.2,0.0,2.625,0.25,6.8,0.67,656457
Kevin Ginkel,32,3,Maj-NL,Arizona,26,0,1.0,2.0,,24.1,19,9,8,6,29,2,0,2.96,90,6,0,0,0,0,3,0,1,96,389,0.64,0.15,0.13,0.49,0.2,0.08,1.027,0.288,10.7,4.83,656464
J.T. Ginn,27,1,Maj-AL,Athletics,14,11,3.0,3.0,,65.2,44,22,20,27,60,7,4,2.74,229,8,0,0,7,1,7,2,1,262,1012,0.62,0.16,0.12,0.48,0.21,0.07,1.081,0.227,8.2,2.22,669372
Lucas Giolito,31,1,Maj-NL,San Diego,4,4,2.0,1.0,,16.2,16,10,9,13,11,3,1,4.86,61,1,0,0,2,0,1,0,0,75,315,0.57,0.17,0.1,0.26,0.32,0.14,1.74,0.277,5.9,0.85,608337
Tyler Glasnow,32,30,Maj-NL,Los Angeles,7,7,3.0,,,39.2,20,12,12,13,49,5,0,2.72,134,5,1,1,3,1,6,2,1,148,599,0.63,0.2,0.12,0.45,0.22,0.07,0.832,0.185,11.1,3.77,607192
Yoendrys G\xc3\xb3mez,26,1,Maj-AL,"Minnesota,Tampa Bay",24,0,,,4.0,30.2,25,15,13,15,31,5,3,3.82,114,4,1,2,0,1,5,0,0,134,512,0.62,0.15,0.11,0.26,0.21,0.18,1.304,0.253,9.1,2.07,672782
Domingo Gonz\xc3\xa1lez,26,19,Maj-AL,Seattle,4,0,,,,5.2,5,0,0,3,5,0,0,0.0,21,1,0,0,0,0,0,1,0,24,90,0.64,0.12,0.1,0.31,0.38,0.0,1.412,0.313,7.9,1.67,682445
Colton Gordon,27,42,Maj-AL,Houston,4,1,,,,9.1,21,12,12,3,11,6,1,11.57,45,1,1,1,2,1,0,1,0,50,202,0.64,0.15,0.08,0.37,0.31,0.03,2.571,0.517,10.6,3.67,676467
Tanner Gordon,28,5,Maj-NL,Colorado,9,2,,1.0,,35.1,47,25,25,8,35,6,1,6.37,146,16,0,1,4,1,2,0,0,158,592,0.66,0.14,0.11,0.32,0.25,0.06,1.557,0.387,8.9,4.38,685299
MacKenzie Gore,27,2,Maj-AL,Texas,13,13,4.0,5.0,,66.0,55,31,31,30,70,6,2,4.23,249,13,3,0,3,1,2,0,0,283,1161,0.63,0.15,0.11,0.37,0.3,0.07,1.288,0.282,9.5,2.33,669022
Gordon Graceffo,26,3,Maj-NL,St. Louis,26,0,4.0,1.0,1.0,30.2,16,8,6,11,15,3,2,1.76,99,3,0,1,5,3,3,0,1,115,396,0.6,0.15,0.05,0.43,0.2,0.05,0.88,0.155,4.4,1.36,700669
Andre Granillo,26,31,Maj-NL,Washington,8,0,,,,9.1,13,12,10,8,3,2,1,9.64,39,2,0,0,1,1,0,0,0,50,198,0.56,0.19,0.04,0.34,0.24,0.05,2.25,0.314,2.9,0.38,701552
Peyton Gray,31,0,Maj-AL,Texas,13,0,2.0,,,19.1,16,11,7,7,20,2,1,3.26,75,1,0,1,0,1,2,0,0,85,323,0.66,0.17,0.12,0.39,0.19,0.18,1.19,0.259,9.3,2.86,682608
Sonny Gray,36,0,Maj-AL,Boston,11,11,7.0,1.0,,56.1,54,21,20,16,44,6,3,3.2,214,13,1,0,3,0,6,2,0,233,864,0.64,0.17,0.09,0.48,0.28,0.05,1.243,0.293,7.0,2.75,543243
